source,mlbam_id,fg_id,player_name,team,adp,overall_rank,format,market_timing_estimate,fantasypros_adp,rotowire_adp,fallback_adp,adp_method,notes
workspace-baseline-2026,657571,,Caleb Ferguson,CIN,887.0,906,10-team dynasty startup snake,Reserve / Late,,,887.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,592773,,Ryne Stanek,STL,888.0,907,10-team dynasty startup snake,Reserve / Late,,,888.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,680730,,Mitchell Parker,WSH,889.0,908,10-team dynasty startup snake,Reserve / Late,,,889.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,685326,,McCade Brown,COL,890.0,909,10-team dynasty startup snake,Reserve / Late,,,890.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,665750,,Leody Taveras,BAL,891.0,910,10-team dynasty startup snake,Reserve / Late,,,891.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,669620,,Brady Basso,ATH,892.0,911,10-team dynasty startup snake,Reserve / Late,,,892.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,699151,,Jedixson Paez,CWS,893.0,912,10-team dynasty startup snake,Reserve / Late,,,893.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,674841,,Andrew Alvarez,WSH,894.0,913,10-team dynasty startup snake,Reserve / Late,,,894.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,623211,,Huascar Brazoban,NYM,895.0,914,10-team dynasty startup snake,Reserve / Late,,,895.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,669004,,MJ Melendez,NYM,896.0,915,10-team dynasty startup snake,Reserve / Late,,,896.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,641680,,Jonah Heim,ATL,897.0,916,10-team dynasty startup snake,Reserve / Late,,,897.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,682619,,Orelvis Martinez,WSH,898.0,917,10-team dynasty startup snake,Reserve / Late,,,898.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,681432,,Luke Little,CHC,900.0,918,10-team dynasty startup snake,Reserve / Late,,,900.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,608718,,Brent Suter,LAA,901.0,919,10-team dynasty startup snake,Reserve / Late,,,901.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,672841,,Carlos Vargas,SEA,902.0,920,10-team dynasty startup snake,Reserve / Late,,,902.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,688883,,Peyton Pallette,CLE,903.0,921,10-team dynasty startup snake,Reserve / Late,,,903.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,677865,,Justin Bruihl,STL,904.0,922,10-team dynasty startup snake,Reserve / Late,,,904.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,703185,,Nelson Rada,LAA,905.0,923,10-team dynasty startup snake,Reserve / Late,,,905.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,687209,,Zach Maxwell,CIN,906.0,924,10-team dynasty startup snake,Reserve / Late,,,906.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,701552,,Andre Granillo,WSH,907.0,925,10-team dynasty startup snake,Reserve / Late,,,907.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,696131,,Mason Black,KC,908.0,926,10-team dynasty startup snake,Reserve / Late,,,908.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,670245,,Ryan Watson,BOS,909.0,927,10-team dynasty startup snake,Reserve / Late,,,909.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,681402,,Gus Varland,WSH,911.0,928,10-team dynasty startup snake,Reserve / Late,,,911.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,686930,,Mason Barnett,ATH,912.0,929,10-team dynasty startup snake,Reserve / Late,,,912.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,594580,,Sam Moll,CIN,913.0,930,10-team dynasty startup snake,Reserve / Late,,,913.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,687606,,Paxton Schultz,WSH,914.0,931,10-team dynasty startup snake,Reserve / Late,,,914.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,686676,,Korey Lee,CWS,915.0,932,10-team dynasty startup snake,Reserve / Late,,,915.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,806188,,Cade Gibson,MIA,916.0,933,10-team dynasty startup snake,Reserve / Late,,,916.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,642731,,Thairo Estrada,FA,917.0,934,10-team dynasty startup snake,Reserve / Late,,,917.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,669704,,Kade Strowd,ARI,918.0,935,10-team dynasty startup snake,Reserve / Late,,,918.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,642121,,Cole Sulser,TB,919.0,936,10-team dynasty startup snake,Reserve / Late,,,919.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,656756,,Jordan Montgomery,TEX,920.0,937,10-team dynasty startup snake,Reserve / Late,,,920.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,621053,,Tyler Ferguson,ATH,921.0,938,10-team dynasty startup snake,Reserve / Late,,,921.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,685801,,Hunter Bigge,TB,922.0,939,10-team dynasty startup snake,Reserve / Late,,,922.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,805123,,AJ Blubaugh,HOU,923.0,940,10-team dynasty startup snake,Reserve / Late,,,923.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,681168,,Luis Curvelo,TEX,924.0,941,10-team dynasty startup snake,Reserve / Late,,,924.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,687952,,Christian Encarnacion-Strand,CIN,925.0,942,10-team dynasty startup snake,Reserve / Late,,,925.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,677347,,Kyren Paris,LAA,926.0,943,10-team dynasty startup snake,Reserve / Late,,,926.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,666931,,Jared Oliva,SF,927.0,944,10-team dynasty startup snake,Reserve / Late,,,927.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,657675,,Rudy Martin,KC,928.0,945,10-team dynasty startup snake,Reserve / Late,,,928.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,678022,,Jack Perkins,ATH,929.0,946,10-team dynasty startup snake,Reserve / Late,,,929.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,676263,,Jack Dreyer,LAD,931.0,947,10-team dynasty startup snake,Reserve / Late,,,931.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,691945,,Carter Baumler,TEX,932.0,948,10-team dynasty startup snake,Reserve / Late,,,932.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,669234,,Justyn-Henry Malloy,TB,933.0,949,10-team dynasty startup snake,Reserve / Late,,,933.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,691728,,Zac Veen,COL,934.0,950,10-team dynasty startup snake,Reserve / Late,,,934.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,669212,,Eli Morgan,KC,935.0,951,10-team dynasty startup snake,Reserve / Late,,,935.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,666619,,Gregory Santos,SF,936.0,952,10-team dynasty startup snake,Reserve / Late,,,936.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,592779,,Brock Stewart,LAD,937.0,953,10-team dynasty startup snake,Reserve / Late,,,937.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,685464,,Cade Winquest,NYY,938.0,954,10-team dynasty startup snake,Reserve / Late,,,938.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,690544,,Bailey Horn,DET,939.0,955,10-team dynasty startup snake,Reserve / Late,,,939.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,678906,,Kai-Wei Teng,HOU,941.0,956,10-team dynasty startup snake,Reserve / Late,,,941.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,678226,,Daysbel Hernandez,ATL,942.0,957,10-team dynasty startup snake,Reserve / Late,,,942.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,695534,,Chase Petty,CIN,943.0,958,10-team dynasty startup snake,Reserve / Late,,,943.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,700413,,Tyler Uberstine,BOS,944.0,959,10-team dynasty startup snake,Reserve / Late,,,944.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,689981,,River Ryan,LAD,945.0,960,10-team dynasty startup snake,Reserve / Late,,,945.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,671131,,Jackson Rutledge,WSH,947.0,961,10-team dynasty startup snake,Reserve / Late,,,947.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,656180,,Riley Adams,WSH,948.0,962,10-team dynasty startup snake,Reserve / Late,,,948.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,623465,,Evan Phillips,LAD,950.0,963,10-team dynasty startup snake,Reserve / Late,,,950.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,686753,,Drey Jameson,ARI,951.0,964,10-team dynasty startup snake,Reserve / Late,,,951.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,657514,,Brennan Bernardino,COL,952.0,965,10-team dynasty startup snake,Reserve / Late,,,952.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,691740,,Daniel Susac,SF,953.0,966,10-team dynasty startup snake,Reserve / Late,,,953.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,700712,,Walbert Urena,LAA,954.0,967,10-team dynasty startup snake,Reserve / Late,,,954.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,680684,,Gunnar Hoglund,ATH,955.0,968,10-team dynasty startup snake,Reserve / Late,,,955.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
workspace-baseline-2026,663465,,Kolby Allard,CLE,956.0,969,10-team dynasty startup snake,Reserve / Late,,,956.0,baseline-fallback,Source-specific ingest uses FantasyPros and RotoWire when present and baseline fallback otherwise.
