source,mlbam_id,fg_id,player_name,team,dynasty_rank,dynasty_tier,position_group,source_rank,fallback_rank,rank_method,notes
workspace-baseline-2026,694749,,Dylan Campbell,PHI,3469,Tier 6,CF,,3440,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,815734,,Dylan Jasso,NYY,3470,Tier 6,1B,,3441,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682796,,Eddinson Paulino,TOR,3471,Tier 6,3B,,3442,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682637,,Eduardo Lopez,PHI,3472,Tier 6,OF,,3443,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692378,,Elian Rayo,SF,3473,Tier 6,3B,,3444,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829703,,Emmanuel Cedeno,TB,3474,Tier 6,2B,,3445,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,691927,,Enmanuel Terrero,PIT,3475,Tier 6,CF,,3446,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821090,,Enyel Rosario,CHC,3476,Tier 6,2B,,3447,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814546,,Eriandys Ramon,CHC,3477,Tier 6,IF,,3448,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823759,,Eric Genther,NYY,3478,Tier 6,OF,,3449,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807759,,Estarling Mercado,NYM,3479,Tier 6,OF,,3450,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,691416,,Esteban González,CLE,3480,Tier 6,CF,,3451,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807751,,Ethan O'Donnell,CIN,3481,Tier 6,CF,,3452,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683494,,Euribiel Angeles,ATH,3482,Tier 6,3B,,3453,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814458,,Fenwick Trimble,MIA,3483,Tier 6,OF,,3454,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,693745,,Francisco Garcia,COL,3484,Tier 6,3B,,3455,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,829704,,Fredderick Ovalle,PIT,3485,Tier 6,2B,,3456,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683447,,Gabriel Martinez,TOR,3486,Tier 6,CF,,3457,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692031,,George Feliz,MOD,3487,Tier 6,OF,,3458,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694786,,Ian Farrow,PIT,3488,Tier 6,OF,,3459,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814413,,Ian Petrutz,STL,3489,Tier 6,OF,,3460,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,691190,,Ismael Mena,CHC,3490,Tier 6,CF,,3461,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814442,,Ivan Brethowr,CHC,3491,Tier 6,RF,,3462,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814410,,Jacob Humphrey,COL,3492,Tier 6,OF,,3463,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801881,,Jacob Jenkins-Cowart,MIA,3493,Tier 6,OF,,3464,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701862,,Jacob Walsh,WSH,3494,Tier 6,1B,,3465,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701437,,Jaden Rudd,TOR,3495,Tier 6,OF,,3466,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695634,,Jaime Ferrer,MIN,3496,Tier 6,OF,,3467,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801507,,Jake Cunningham,ABD,3497,Tier 6,OF,,3468,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695780,,Jake Fox,CLE,3498,Tier 6,OF,,3469,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,809921,,Jake Steels,ATL,3499,Tier 6,OF,,3470,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814451,,Jakob Christian,SF,3500,Tier 6,OF,,3471,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,696486,,James Tibbs III,BOS,3501,Tier 6,RF,,3472,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695481,,Jay Allen II,CIN,3502,Tier 6,OF,,3473,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,810891,,Jay Beshears,MIA,3503,Tier 6,1B,,3474,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823295,,Jay Thomason,MIN,3504,Tier 6,3B,,3475,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,691252,,Jhon Diaz,TB,3505,Tier 6,CF,,3476,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,826142,,JoJo Jackson,NYY,3506,Tier 6,OF,,3477,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694838,,Joe Vetrano,LAD,3507,Tier 6,1B,,3478,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,811780,,Joel Dragoo,PHI,3508,Tier 6,OF,,3479,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,693795,,Joel Mendez,PIT,3509,Tier 6,LF,,3480,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814781,,Jonathan Hogart,PHI,3510,Tier 6,OF,,3481,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,684222,,Jorge Burgos,CLE,3511,Tier 6,CF,,3482,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692390,,Jose Cordoba,STL,3512,Tier 6,CF,,3483,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,691867,,Joseph Rodriguez,ATH,3513,Tier 6,LF,,3484,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694742,,Josh Moylan,NYY,3514,Tier 6,1B,,3485,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,691370,,Juan Chacon,BOS,3515,Tier 6,RF,,3486,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,825153,,Juan Torres,NYY,3516,Tier 6,2B,,3487,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820835,,Kade Snell,CHC,3517,Tier 6,OF,,3488,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,693850,,Kala'i Rosario,MIN,3518,Tier 6,OF,,3489,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701837,,Kavares Tears,SD,3519,Tier 6,OF,,3490,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,702461,,Kay-Lan Nicasia,MIL,3520,Tier 6,OF,,3491,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695069,,Keith Jones II,TEX,3521,Tier 6,OF,,3492,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701136,,Kerrington Cross,SD,3522,Tier 6,3B,,3493,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823918,,Kyle West,NYY,3523,Tier 6,1B,,3494,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,683610,,Leandro Pineda,PHI,3524,Tier 6,OF,,3495,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,824742,,Logan Braunschweig,ATL,3525,Tier 6,OF,,3496,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,696145,,Lonnie White Jr.,PIT,3526,Tier 6,OF,,3497,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694410,,LuJames Groover,AZ,3527,Tier 6,3B,,3498,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692591,,Luis Mendez,COL,3528,Tier 6,3B,,3499,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,822877,,Luke Cantwell,SD,3529,Tier 6,1B,,3500,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,804114,,Luke Pelzer,KC,3530,Tier 6,OF,,3501,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701653,,Mason Guerra,ATL,3531,Tier 6,1B,,3502,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801561,,Matt Halbach,CHC,3532,Tier 6,3B,,3503,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,803033,,Matthew Etzel,MIA,3533,Tier 6,LF,,3504,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692568,,Miguel Ugueto,STL,3534,Tier 6,RF,,3505,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,682618,,Misael Urbina,MIN,3535,Tier 6,OF,,3506,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,800029,,Modeifi Marte,AZ,3536,Tier 6,1B,,3507,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701737,,Myles Smith,CIN,3537,Tier 6,OF,,3508,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694977,,Nate Nankil,ATH,3538,Tier 6,OF,,3509,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,814453,,Nathan Archer,CWS,3539,Tier 6,OF,,3510,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,801537,,Nathan Humphreys,PHI,3540,Tier 6,OF,,3511,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,807511,,Nelly Taylor,BOS,3541,Tier 6,OF,,3512,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821524,,Nestor Urbina,TOR,3542,Tier 6,2B,,3513,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,695607,,Nick McLain,CWS,3543,Tier 6,OF,,3514,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694049,,Nomar Fana,DET,3544,Tier 6,LF,,3515,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,622569,,Pablo Reyes,NYM,3545,Tier 6,SS,,3516,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,804726,,Peyton Carr,MIN,3546,Tier 6,3B,,3517,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,701701,,Quincy Scott,TEX,3547,Tier 6,OF,,3518,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,825927,,Rafe Perich,TEX,3548,Tier 6,3B,,3519,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,821690,,Randy Martinez,CLE,3549,Tier 6,2B,,3520,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,820953,,Riangelo Richardson,CIN,3550,Tier 6,2B,,3521,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,823754,,Robbie Burnett,NYY,3551,Tier 6,OF,,3522,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,813771,,Robert Hipwell,SF,3552,Tier 6,3B,,3523,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,692453,,Roismar Quintana,WSH,3553,Tier 6,OF,,3524,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,703804,,Romeo Sanabria,SD,3554,Tier 6,1B,,3525,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,693730,,Ruben Salinas,SD,3555,Tier 6,CF,,3526,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,825761,,Ryan Cesarini,CLE,3556,Tier 6,OF,,3527,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,805782,,Ryan Lasko,ATH,3557,Tier 6,OF,,3528,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,700178,,Ryan McCoy,TB,3558,Tier 6,1B,,3529,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827264,,Ryan Picollo,MOD,3559,Tier 6,OF,,3530,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,694754,,Sabin Ceballos,SF,3560,Tier 6,3B,,3531,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,813697,,Sam Biller,NYM,3561,Tier 6,OF,,3532,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
workspace-baseline-2026,827422,,Samuel Salcedo,PHI,3562,Tier 6,2B,,3533,baseline-fallback,Source-specific ingest uses FantraxHQ when present and baseline fallback otherwise.
